AK,55401.33389332175
AL,50345.47297707239
AR,37171.730037025765
AZ,283776.52638705604
CA,1046582.0314771672
CO,302750.399781313
CT,39966.09698402035
DE,207.78406324092936
FL,581239.9611906994
GA,508745.9338007118
HI,100173.6000267451
IA,25491.770822690713
ID,27275.33865318216
IL,566570.4630632568
IN,65481.481809891055
KS,15068.849479910188
KY,148236.26407638265
LA,94788.51100238915
MA,162030.0978508285
MD,133878.77876957844
ME,12994.799138012564
MI,237057.73229847648
MN,190610.5761714119
MO,229899.10553922653
MS,21153.572885553105
MT,23226.08364425808
NC,270734.0988369336
ND,13438.504024085767
NE,32828.51747406768
NH,19317.61141130228
NJ,178392.37786863648
NM,49301.58087767608
NV,239922.6388763672
NY,377126.0656662909
OH,162192.11216235752
OK,59780.38150591168
OR,94832.3969932203
PA,253759.87176669767
PR,37041.23573215325
RI,29810.69840699598
SC,46294.824539396475
SD,12189.213786099212
TN,170945.59791838084
TT,168.4027939927529
TX,983113.9262953887
UT,160287.14624982487
VA,271426.9113740161
VI,5365.982912144183
VT,6934.593316797748
WA,172490.8889259579
WI,64230.513601894454
WV,4820.791879082096
WY,9112.011984727818
