AK,974635.6356826196
AL,883558.8104199388
AR,651374.2837273233
AZ,4994977.547494956
CA,18419595.173838306
CO,5334716.181263013
CT,703628.1879192083
DE,3661.2836124837886
FL,10227687.444940766
GA,8945717.66485511
HI,1765931.948534527
IA,447216.2429306068
ID,477650.233257664
IL,9979422.741865402
IN,1149126.6404003964
KS,264494.1834199659
KY,2610488.2963968175
LA,1662835.0922966534
MA,2854533.3541409904
MD,2359897.801435508
ME,228972.65343229027
MI,4180062.680895308
MN,3352792.8135384507
MO,4048770.479475844
MS,370447.9003719192
MT,408585.19528529036
NC,4764816.987978647
ND,236404.1908028387
NE,578308.7389099869
NH,339738.8351519993
NJ,3137829.7953441157
NM,869387.5876471451
NV,4226427.5391073795
NY,6643653.028595172
OH,2850442.7813520217
OK,1051216.4553186218
OR,1666952.3482909228
PA,4467595.860347363
PR,651171.6654871113
RI,525495.2791619711
SC,814438.3340486853
SD,215108.88432538108
TN,3002758.913329998
TT,2949.384684715381
TX,17300737.683209274
UT,2819909.571308609
VA,4773986.472527458
VI,94252.2958040315
VT,122287.72743042174
WA,3032462.615051285
WI,1132540.608755987
WV,84582.17761531989
WY,160454.34584683407
