AK,33647.634979505136
AL,29635.535217360597
AR,20634.783372124937
AZ,165014.3725479164
CA,605642.1933212443
CO,173012.67090169404
CT,21986.228142702017
DE,37.780440116920516
FL,336093.1860508438
GA,297611.93341607397
HI,59602.91485546856
IA,15474.98964032474
ID,16130.963094393303
IL,322428.9720668593
IN,37197.29306016537
KS,8935.325741969242
KY,86534.18545622546
LA,53173.9743589525
MA,93114.6802703557
MD,76128.18374791511
ME,7347.017636090258
MI,135595.37267995861
MN,114059.53886260421
MO,130063.9781487181
MS,10915.915476775572
MT,13788.109674911893
NC,153683.9329287747
ND,7991.307528723317
NE,19319.663397810742
NH,11089.002790320406
NJ,104541.68869984755
NM,29029.428787573477
NV,139816.5739475478
NY,212388.83994424547
OH,92613.68880984465
OK,35470.15959343401
OR,53655.27746582032
PA,148314.4941908414
PR,21507.235271418976
RI,17558.242123138294
SC,25941.038334970748
SD,6395.172166371773
TN,97565.20884228733
TT,168.37837560550665
TX,567225.5512797562
UT,95349.1733044819
VA,157478.82798591728
VI,3125.2758458100984
VT,4296.096333336234
WA,98328.99958127212
WI,38962.775616429215
WV,2655.0833943892058
WY,5357.593311694117
