DH,3495753419.6708107
DL,82395977918.26514
EV,29113856610.162643
F9,5217193169.014009
TW,9326777254.216095
MQ,33375641832.34914
FL,12626934154.96601
TZ,1059889027.4091386
UA,62261754145.28563
NK,1296178619.0856647
US,53930573194.519844
NW,36031095429.5625
9E,6684493702.816978
HA,4393008443.311138
AA,72434800002.86102
OO,39059311666.4629
VX,1557166830.66064
HP,11310917719.755892
AQ,792740246.1068065
AS,16880777208.090328
B6,13657213909.331755
WN,113361135938.1398
XE,17367232215.6464
CO,28659383730.496426
OH (1),8704039068.819874
YV,8425214207.467636
