DH,608889.652964499
DL,14782342.805138692
EV,5200617.324206315
F9,909623.0480333454
TW,1685270.7268831758
MQ,6163403.789393255
FL,2199832.47759204
TZ,183726.0529932085
UA,11122908.747130811
NK,234179.3126020258
US,9974852.417947756
NW,6439475.46881303
9E,1203309.2411913907
HA,756491.4591409452
AA,12995714.819613473
OO,7230782.174548799
VX,270139.51799651847
HP,1877613.2539278506
AQ,133011.3551677541
AS,3145198.098516831
B6,2349771.086021258
WN,20916395.796861187
XE,2989734.976356486
CO,5139338.89493959
OH (1),1505183.4648743502
YV,1523842.9095561318
