DH,2897979.737537875
DL,68313387.87542544
EV,24139456.372256666
F9,4325283.276800785
TW,7732927.016461457
MQ,27670649.29733102
FL,10468140.6382546
TZ,878699.1550822288
UA,51621082.03876894
NK,1074705.568552804
US,44709972.60506295
NW,29872852.42049462
9E,5542480.6756418
HA,3642001.9262756268
AA,60050418.07039141
OO,32381859.69333089
VX,1291007.3114356569
HP,9375568.139678517
AQ,657089.1978371196
AS,13996076.256106667
B6,11321593.320040349
WN,93986371.96727929
XE,14398335.93714103
CO,23760834.288729016
OH (1),7215544.800988551
YV,6985507.892357743
