DH,734475880.1431922
DL,17829521563.279194
EV,6272272366.854299
F9,1097176098.8583932
TW,2032619176.1909182
MQ,7434257773.862179
FL,2653463389.12674
TZ,221607751.3884354
UA,13415631298.413557
NK,282437031.7669445
US,12032193743.107712
NW,7766881068.426326
9E,1451236542.3312857
HA,912470229.6771129
AA,15675756800.576138
OO,8721893370.284283
VX,325827595.571864
HP,2265161831.62253
AQ,160467822.40762568
AS,3793509023.3302445
B6,2834482819.575046
WN,25228537293.96626
XE,3606169480.3518887
CO,6198870169.853738
OH (1),1815664785.0223353
YV,1837884755.0505667
