DH,383932921.3841629
DL,9220045858.406443
EV,3252478070.664988
F9,573164379.3707354
TW,1041243776.0987221
MQ,3786061619.4025908
FL,1392426483.6703253
TZ,116232165.26821485
UA,6959445406.61001
NK,144676468.49764308
US,6123788957.551088
NW,4010788728.1430774
9E,742383787.6981475
HA,482502788.6060441
AA,8108502715.570871
OO,4417694827.073997
VX,170770842.8884229
HP,1225596767.0890286
AQ,85928377.79587176
AS,1904316322.7022476
B6,1500096264.085823
WN,12808411320.731115
XE,1914989139.116354
CO,3220245016.7663956
OH (1),961570631.5881014
YV,937061850.9736916
