,57.35245249660737
1,71.4610754506531
10,58.76025706101912
100,66.72859821584065
13,79.40064785326867
14,57.852770202579116
16,63.63176978215649
19,60.58148852060582
2,51.319796125771035
20,64.68282394617103
22,64.29763324754052
25,69.67586578634987
26,82.24650723567603
28,69.35664651085793
31,69.17214379054411
32,57.79217032355579
34,65.5257030712409
37,50.929020268139226
38,53.69821920402187
4,56.442983048757704
40,54.414788960943575
43,78.38241881685032
44,64.81008573901002
46,61.3950524082375
49,76.97912630310435
50,68.96893266668447
52,78.75096697041532
55,65.87385842489722
56,75.06779204570424
58,74.59074325013398
61,55.766531756637875
62,63.22020514210693
64,62.92645955160496
67,66.16760103066866
68,60.912699375394524
7,68.10876609872246
70,74.2533467176082
73,71.26898464103138
74,60.3392619195231
76,56.84052670340859
79,79.04379295011049
8,68.79418064988467
80,73.15618053726993
82,66.17681034623014
85,75.13948467730116
86,69.98305794134211
88,83.70877213595163
91,58.748760034771536
92,61.0758919594967
94,80.45760031570636
97,71.45985877854132
98,70.65805891590504
