DH                                                                                                  	1206.2749213466093
DL                                                                                                  	1206.300742549437
EV                                                                                                  	1206.3155227635448
F9                                                                                                  	1206.3491827098478
TW                                                                                                  	1206.3342987695735
MQ                                                                                                  	1206.3060906374562
FL                                                                                                  	1206.2879557075057
TZ                                                                                                  	1206.245851935693
UA                                                                                                  	1206.303459874315
NK                                                                                                  	1206.2174366591828
US                                                                                                  	1206.2787218020026
NW                                                                                                  	1206.2882827930357
9E                                                                                                  	1206.2585052114337
HA                                                                                                  	1206.3518061676225
AA                                                                                                  	1206.3145501227123
OO                                                                                                  	1206.3057890635373
VX                                                                                                  	1206.3150174605087
HP                                                                                                  	1206.2555598202644
AQ                                                                                                  	1206.2158687943263
AS                                                                                                  	1206.3423914472849
B6                                                                                                  	1206.2847435166032
WN                                                                                                  	1206.301151098096
XE                                                                                                  	1206.303073408197
CO                                                                                                  	1206.2760358114833
OH (1)                                                                                              	1206.2689326006678
YV                                                                                                  	1206.2619026008579
