4,6,345110.4
2,68,548513.28
19,86,444021.12
1,99,382613.76
37,73,589910.3999999999
20,55,345467.5200000001
56,29,247299.84000000003
38,42,611631.3600000001
74,16,256296.96
55,60,231137.28000000003
92,3,412992.0
73,47,442010.88
109,21,487059.84
91,34,589852.8
127,8,328826.88000000006
142,88,183876.48
160,75,307307.52
178,62,227767.68
196,49,424350.72000000003
214,36,276946.55999999994
212,98,372545.27999999997
230,85,506943.36
232,23,304813.44000000006
248,72,371589.11999999994
250,10,254344.32000000004
266,59,527621.76
265,90,552758.4
284,46,611274.2399999999
283,77,599172.4799999999
301,64,480879.3599999999
302,33,244051.2
319,51,142940.16
320,20,731278.0800000001
338,7,270207.36
337,38,700790.4
355,25,270057.60000000003
373,12,417749.76
388,92,367096.31999999995
406,79,415981.44000000006
424,66,348428.16000000003
442,53,404449.92000000004
460,40,364838.39999999997
476,89,425635.2
478,27,233717.75999999995
494,76,501897.6
496,14,260265.6
512,63,340110.72000000003
514,1,388788.48
530,50,267546.24
511,94,206519.04
547,68,373824.00000000006
529,81,645004.7999999999
565,55,219744.0
548,37,359233.92
584,11,281514.24
566,24,435144.95999999996
601,29,477135.3599999999
583,42,316949.76
619,16,166775.04
637,3,241516.80000000005
634,96,373881.6
652,83,371134.08
670,70,628836.48
688,57,387440.6400000001
706,44,337656.95999999996
724,31,366065.27999999997
722,93,470211.84
742,18,426648.96
740,80,457378.56000000006
757,98,563575.6799999999
760,5,287688.96
776,54,323187.84
758,67,368565.11999999994
794,41,495129.60000000003
775,85,348094.08
811,59,241603.19999999998
793,72,573742.08
829,46,237663.36
812,28,330952.32
847,33,410883.84
830,15,344880.0
865,20,353335.68000000005
848,2,176889.6
883,7,537379.2
880,100,335001.60000000003
898,87,316327.68
916,74,298961.27999999997
934,61,281825.27999999997
952,48,570493.4400000001
970,35,319305.60000000003
968,97,392492.16
986,84,506701.43999999994
988,22,414714.24
2,,262719.36
,62,753644.1599999999
19,18,201732.47999999998
1,31,208200.96000000002
37,5,376519.68
34,98,233026.56
52,85,401368.32
70,72,244437.12
88,59,324645.12
