1	41153919.22
2	42568738.48
4	40234701.42
7	40671343.96
8	43574803.99
10	41264883.41
13	40588792.61
14	42423499.51
16	40150924.28
19	41803563.72
20	41010238.05
22	41058481.96
25	41653749.22
26	44309531.72
28	42213396.4
31	40359937.96
32	40004627.94
34	41468575.42
37	39358267.65
38	40648862.08
40	40107651.66
43	42995100.01
44	42867584.98
46	39978614.03
49	42500312.95
50	41479264.97
52	42040140.33
55	43766716.89
56	41343673.19
58	39733994.49
61	41829106.82
62	38348657.25
64	39781120.88
67	42901338.12
68	41831135.02
70	41592416.51
73	43405846.68
74	40243303.44
76	41004009.89
79	40858072.51
80	40043524.29
82	42062193.92
85	40822465.6
86	42345904.9
88	42016630.22
91	41641198.23
92	39879203.09
94	41030823.07
97	42063973.8
98	39812008
100	40673499.31
103	41330341.62
104	40548377.47
106	41410056.65
109	42186383.97
110	40551222.01
112	42506832.7
115	41611319.93
116	41840465.36
118	38923473.61
121	41126293.34
122	42005686.26
124	39667185.99
127	40640068.21
128	42565161.78
130	41285053.77
133	40199317.07
134	41734132.69
136	40211224.48
139	43147836.03
140	43379805.92
142	41039069.6
145	40469768.9
146	41880345.24
148	40111867.82
151	40659438.8
152	41769583.08
154	42296358.01
157	41374124.08
158	42750453.96
160	40875745.04
163	41111723.74
164	43085696.88
166	40386115.44
169	38945175.91
170	41597342.65
172	43032181.08
175	41507789.33
176	42561831.32
178	41971111.67
181	41721654.73
182	41764182.21
184	41503422.46
187	43013954.42
188	39913848.75
190	41274628.5
193	42415040.49
194	40653998.56
196	41800090.85
199	41879112.88
200	42036129.12
202	43384984.2
205	41824301.02
206	42114956.08
208	41067899.36
211	40154954.34
212	39508900.2
214	44617227.67
217	39578343.04
218	40481947.18
220	40656873.16
223	41736770.15
224	42042172.02
226	40709717.62
229	43743384.97
230	41386879.33
232	40295264.11
235	42012555.31
236	42343137.42
238	42378758.09
241	41511138.3
242	39325068.19
244	43087053.99
247	41092322.91
248	40381183.91
250	42005602.16
253	42484713.47
254	41167555.09
256	41219326.84
259	40652620.62
260	41997414.17
262	40564880.49
265	41350952.72
266	38489298.91
268	40422631.95
271	41187294.84
272	41281051.44
274	42826838.32
277	42225344.3
278	41660328.79
280	40524033.5
283	40160533.71
284	40375103.71
286	40192413.15
289	40904219.29
290	42037076.69
292	43460938.14
295	40522945.99
296	41666266.04
298	40837198.62
301	41947188.64
302	39298015.4
304	40619989.38
307	40969292.15
308	39130265.48
310	41465049.86
313	41605299.59
314	40520823.24
316	41210242.43
319	40740823.48
320	40916779.13
322	39942172.63
325	39667753.09
326	41124098.52
328	41170119.05
331	40250158.34
332	40533770.49
334	39682078.15
337	42200258.25
338	41708850.41
340	39654200.59
343	42782765.68
344	41660966.86
346	41140061.11
349	41039668.14
350	42249738.09
352	41312180.15
355	42017902.87
356	42365944.74
358	41599924.89
361	41358028.57
362	40612799.69
364	42069360.03
367	40082092.4
368	41260617.41
370	43708281.53
373	43229541.58
374	40415278.84
376	38563405.3
379	41369538.5
380	41894460.06
382	43815558.48
385	41003108.01
386	39655352.83
388	40809140.54
391	38980652.26
392	40615817.06
394	41285055.85
397	41159889.43
398	41224645.95
400	38162828.31
403	42012143.6
404	41174287.45
406	41276779.85
409	39878559.1
410	41207033.46
412	44830495.08
415	41124566.06
416	39737599.97
418	42373462.58
421	40864212.99
422	39725792.21
424	40948420.11
427	42534176.02
428	41491563.37
430	41800651.53
433	40579294.56
434	40777605.46
436	42935184.27
439	40317851.01
440	41273000.21
442	42865596.2
445	43045444.79
446	42429242.34
448	39822614.8
451	41001416.5
452	41043376.87
454	42556529.79
457	40970551.21
458	39901642.95
460	39890839.46
463	38736114.6
464	42354780.58
466	41067388.03
469	39211720.38
470	40852332.35
472	40690647.11
475	41178462.34
476	41512247.05
478	41811854.87
481	39595542.26
482	41375651.75
484	41592390.18
487	41338882.6
488	40253274.23
490	41974784.54
493	41692065.84
494	41737265.92
496	41742713.15
499	43218367.23
500	42162181.16
502	41966328.02
505	41052082.97
506	40913666.57
508	41038582.25
511	42478866.04
512	40619937.16
514	42384465.81
517	41790802.39
518	41201461.91
520	42342217.79
523	43063050.62
524	43597552.15
526	41938167.96
529	41243687.03
530	40210230.64
532	43787354.9
535	42174547.55
536	41527335.33
538	41468290.17
541	40113483.07
542	42160531.59
544	41521888.26
547	38244367.11
548	41641706.98
550	42595716.96
553	41173262.73
554	42020752.76
556	39123105.91
559	40402992.41
560	41811934.43
562	40411603.29
565	41366534.21
566	41558525.47
568	41133854.26
571	43551351.52
572	41536744.54
574	40044380.94
577	42413015.42
578	39876526.04
580	40748071.06
583	42916542.43
584	42113902.59
586	40695162.87
589	43350283.13
590	40326495.58
592	40221138.57
595	41280418.99
596	40231022.05
598	40875085.02
601	40201516.88
602	40947643.86
604	41035842.63
607	40793856.27
608	41213627.1
610	40803898.51
613	41493608.7
614	41703644.83
616	41253056.35
619	41588356.12
620	41359625.36
622	40272665.04
625	40315390.77
626	43247422.07
628	42957613.88
631	41350142.83
632	42823544.87
634	43052573.98
637	41557033.27
638	42852743.36
640	39916274.71
643	39508405.7
644	42015863.75
646	41028434.92
649	41305152.2
650	42566727.39
652	41452452.78
655	41284188.22
656	40136210.06
658	42003360.84
661	40470873.96
662	41170507.67
664	42176521.74
667	41206339.25
668	43297951.87
670	42048814.78
673	42476462.6
674	39851943.05
676	37959803.75
679	43255627.82
680	42210943.31
682	41518491.66
685	41066589.52
686	45015362.96
688	40108109.07
691	40765167.55
692	40713219.92
694	40721360.16
697	42022773.35
698	42441492.19
700	40731320.01
703	42486024.9
704	41119875.06
706	39961577.21
709	41579790.27
710	40354717.91
712	41871799.94
715	40342699.22
716	41844280.21
718	40480864.72
721	41125266.28
722	38699785.66
724	39643324.65
727	41185259.66
728	39909726.56
730	40901094.86
733	40830138.15
734	39926146.43
736	41178897.02
739	38799882.21
740	42406854.65
742	39079883.11
745	39901174.15
746	41162368.29
748	41669705.45
751	41008832.72
752	40273801.74
754	41236870.46
757	42231668.87
758	40554273.12
760	39883790.03
763	40478246.95
764	44708624.41
766	40414959.02
769	41797020.47
770	42406675.4
772	39156703.37
775	39337271.04
776	41097673.59
778	42876958.91
781	38551608.93
782	38854800.09
784	42024485.93
787	42169076.21
788	40650017.68
790	40919983.75
793	41433693.69
794	39290812.06
796	41769567.48
799	40984263.36
800	40839289.3
802	42721131.76
805	42600070.5
806	41261231.21
808	41940082.71
811	40417614.94
812	40849233.81
814	42736311.02
817	40510133.15
818	40756418.13
820	41531702.45
823	41093104.06
824	42441663.47
826	38850830.58
829	42523864.35
830	42808300.36
832	40846803.6
835	41244760.64
836	40774966.21
838	42283346.1
841	42551004.6
842	41832959.79
844	43209527.28
847	39803762.08
848	39687760.2
850	37977649.52
853	39373157.58
854	40094503.51
856	41386961.78
859	41797580.94
860	38908417.94
862	40996573.49
865	41756768.51
866	41717873.75
868	42492838.73
871	39234422.29
872	41764496.23
874	42332081.82
877	42100777.48
878	38642406.32
880	38912306.44
883	42078589.51
884	42759495.8
886	40313215.82
889	41401888.81
890	41514402.12
892	42896989.64
895	40913302.34
896	39162690.72
898	40138777.9
901	39307065.85
902	41213772.37
904	43216642.67
907	39201094.25
908	42028106.67
910	40354104.98
913	40289277.44
914	41630099.2
916	40182047.59
919	41653663.83
920	41595844.77
922	39578960.18
925	42962882.74
926	41777560.3
928	42654481.64
931	40514837.07
932	41119205.6
934	42129791.07
937	42197040.2
938	39990159.82
940	41287095.28
943	40192515.51
944	43126411.23
946	42618891.07
949	41913382.02
950	41303091.63
952	42745223.12
955	42355697.24
956	40066121.05
958	39555755.67
961	41344888.78
962	42860406.76
964	43270359.22
967	40108443.42
968	43198114.94
970	42182641.78
973	43248228.07
974	41861127.91
976	42115949.3
979	42682193.57
980	42807071.46
982	40029985.29
985	42534749.1
986	40452112.78
988	43380188.17
991	41657460.45
992	43966187.13
994	41855912.25
997	41801526.31
998	41486459.75
1000	41484268.63
