 ,,482192574.77532214
 ,1,4820093.990723652
 ,10,4830685.3170646615
 ,100,4837729.885837291
 ,11,4811289.491270914
 ,12,4841542.818838041
 ,13,4831438.394406877
 ,14,4859090.211492466
 ,15,4820397.989262975
 ,16,4812761.6992485905
 ,17,4811739.305383616
 ,18,4841096.769989532
 ,19,4810132.094456059
 ,2,4817265.645718814
 ,20,4838230.723513883
 ,21,4816435.012744838
 ,22,4815371.154043658
 ,23,4808588.054604859
 ,24,4825282.118927436
 ,25,4819159.713088701
 ,26,4804405.821948681
 ,27,4817688.249955532
 ,28,4801804.294407115
 ,29,4838675.791344953
 ,3,4817376.053304759
 ,30,4823245.401657032
 ,31,4818850.364859671
 ,32,4826530.960285552
 ,33,4815483.226843115
 ,34,4830331.728455084
 ,35,4834442.643994156
 ,36,4837663.439649661
 ,37,4813383.054064239
 ,38,4817652.984950963
 ,39,4813963.482877781
 ,4,4812492.250923847
 ,40,4840715.701538909
 ,41,4838278.178223703
 ,42,4828774.35141889
 ,43,4813898.476935811
 ,44,4824601.913780415
 ,45,4799029.6475939285
 ,46,4826278.73150258
 ,47,4798780.35688278
 ,48,4814042.298985831
 ,49,4835419.32178154
 ,5,4822003.753810616
 ,50,4825863.815786471
 ,51,4824269.866245072
 ,52,4817628.679517398
 ,53,4793399.537462548
 ,54,4824473.927808473
 ,55,4820111.481631961
 ,56,4829274.427641087
 ,57,4830908.161711529
 ,58,4830327.118171237
 ,59,4827156.879951618
 ,6,4850110.816283258
 ,60,4818760.581058189
 ,61,4831171.894271928
 ,62,4838356.737535138
 ,63,4834826.310053769
 ,64,4828735.789275634
 ,65,4821307.8530639885
 ,66,4844412.803133827
 ,67,4815864.249616229
 ,68,4835779.843091767
 ,69,4818595.61721808
 ,7,4810357.5324040195
 ,70,4811234.451995158
 ,71,4828172.830358016
 ,72,4816611.896520803
 ,73,4821365.90591103
 ,74,4825340.210232633
 ,75,4838526.707904091
 ,76,4830467.337925045
 ,77,4834022.233963502
 ,78,4823195.328451741
 ,79,4796496.946551866
 ,8,4814839.4606628055
 ,80,4823840.336698283
 ,81,4816772.339157896
 ,82,4829823.8241721215
 ,83,4831348.915761553
 ,84,4825778.10225154
 ,85,4825852.265707262
 ,86,4818150.165105115
 ,87,4793622.437701885
 ,88,4808667.992894453
 ,89,4818405.815603951
 ,9,4828747.4898785455
 ,90,4833076.828967237
 ,91,4834276.526037996
 ,92,4808384.9591867225
 ,93,4832615.601856685
 ,94,4826598.233792588
 ,95,4811091.303077267
 ,96,4826879.868877449
 ,97,4827115.801958275
 ,98,4820210.891432855
 ,99,4811491.514949464
1 ,,965150.9212935021
1 ,1,400418.637212424
1 ,10,397477.53553606704
1 ,100,398585.45472664747
1 ,11,401977.1252191911
1 ,12,399485.8294053561
1 ,13,400400.19924344914
1 ,14,402595.28239150345
1 ,15,402943.0983361769
1 ,16,399661.57637224067
1 ,17,400940.18049540074
1 ,18,399519.5526085324
1 ,19,401253.1334515059
1 ,2,402141.7516713033
1 ,20,402983.4620239586
1 ,21,399347.2438608456
1 ,22,396671.31068765844
1 ,23,401051.2157690309
1 ,24,400168.18830763263
1 ,25,397246.9906146678
1 ,26,400741.79189049185
1 ,27,399427.13820727996
1 ,28,397729.00315107225
1 ,29,400213.5262664696
1 ,3,402680.78445690614
1 ,30,400136.1897440654
1 ,31,399288.5561694529
1 ,32,401199.90901910374
1 ,33,397033.62285268586
1 ,34,401175.6422299033
1 ,35,398479.4509133626
1 ,36,398689.398584322
1 ,37,400204.72117082373
1 ,38,399246.94233261375
1 ,39,398483.1875052996
1 ,4,399084.125699055
1 ,40,395868.5769106111
1 ,41,399872.151548952
1 ,42,397943.8076929078
1 ,43,395408.01961372665
1 ,44,401132.25500738254
1 ,45,399543.5030318426
1 ,46,398827.35572021076
1 ,47,400902.8521653287
1 ,48,397715.66271188477
1 ,49,399388.69211569935
1 ,5,399067.9359389921
1 ,50,400436.95847566414
1 ,51,399147.8052838266
1 ,52,399019.0541017637
1 ,53,399208.3192105918
1 ,54,401158.5066374019
1 ,55,400832.06399557006
1 ,56,398004.14755054115
1 ,57,401014.2155772299
1 ,58,396601.3107272184
1 ,59,396892.2070138785
1 ,6,400608.89764309966
1 ,60,399145.2032543908
1 ,61,397396.7754989344
1 ,62,399505.42607689917
1 ,63,402284.73261175794
1 ,64,399778.65534602856
1 ,65,399709.8289208848
1 ,66,401584.7348276533
1 ,67,399561.41409770807
1 ,68,398515.5733706721
1 ,69,398320.93355033675
1 ,7,401085.0476765802
1 ,70,398448.6303959493
1 ,71,400187.7073126618
1 ,72,398581.93978451984
1 ,73,398562.18197178235
1 ,74,397679.1925431771
1 ,75,397104.0103326899
1 ,76,397746.0362526743
1 ,77,399260.21932017774
1 ,78,399205.044064638
1 ,79,399442.01812703034
1 ,8,398027.9502330798
1 ,80,399509.82028344215
1 ,81,398652.9149248559
1 ,82,399846.9350714672
1 ,83,397416.1441253928
1 ,84,398338.8315731922
1 ,85,400807.5435098114
1 ,86,399149.4404437025
1 ,87,402036.27052882797
1 ,88,400184.1189425688
1 ,89,398564.73582543817
1 ,9,398755.2510246229
1 ,90,400571.1837845407
1 ,91,396885.79858246783
1 ,92,396942.13382742554
1 ,93,396437.1686655281
1 ,94,400839.2245732145
1 ,95,396866.8331318323
1 ,96,395788.40527340485
1 ,97,400902.1503959559
1 ,98,397836.6715345515
1 ,99,399216.6737290253
