2016	3.0448569129999995E8
1995	2.876654759999999E8
1996	2.867592989000004E8
1997	2.921446054E8
1998	2.878253074000001E8
1999	2.953388481999998E8
2000	3.028092758000001E8
2001	3.150466983000001E8
2002	2.8690936310000014E8
2003	3.5140551519999987E8
2004	3.832170551999996E8
2005	3.846112830000002E8
2006	3.8651325670000017E8
2007	4.0132196230000013E8
2008	3.783637571000001E8
2009	3.5000080720000005E8
2010	3.4798475059999996E8
2011	3.285817125000002E8
2012	3.325608841000001E8
2013	3.448246671E8
2014	3.133694550999999E8
2015	3.151793291999999E8
