DE	14518.500000000002
KS	1485509.3
KY	1.5374731100000001E7
SC	4862586.1000000015
SD	1153748.2000000007
LA	9612264.199999997
MA	1.6639528599999996E7
MD	1.3965119799999997E7
ME	1349305.7
TN	1.772289239999999E7
MI	2.490640980000002E7
TT	24815.899999999998
MN	2.0378114700000003E7
MO	2.386646469999998E7
TX	1.0381782800000003E8
FL	6.051794539999999E7
MS	2246195.3
MT	2523222.9000000004
NC	2.7999635999999993E7
ND	1465023.6000000003
NE	3526916.9000000004
GA	5.3322775900000006E7
NH	1974042.8999999994
NJ	1.874509750000001E7
NM	5171834.599999997
UT	1.68808291E7
NV	2.5166063300000004E7
NY	3.905050469999999E7
VA	2.798215129999999E7
VI	581972.1
OH	1.6642809000000006E7
OK	6204560.6000000015
VT	718873.9
HI	1.0553918300000003E7
OR	9582208.599999998
AK	5906924.400000001
WA	1.7796609799999997E7
AL	5286906.499999998
AR	3864670.999999999
PA	2.641193540000002E7
WI	6757221.699999998
IA	2596529.3000000017
AZ	2.9820136900000002E7
ID	2810044.900000001
WV	472800.7
PR	3659755.0999999996
WY	955654.7000000001
IL	5.968412449999998E7
IN	6940644.099999998
CA	1.1024644739999999E8
CO	3.1448746599999998E7
CT	4187324.100000003
RI	3106078.799999999
