DE	26643.400000000005
KS	2809732.599999999
KY	2.7962096099999987E7
SC	8570007.400000002
SD	2302446.4
LA	1.76536984E7
MA	3.0072436599999994E7
MD	2.4837420800000016E7
ME	2510307.3000000007
TN	3.2093620899999995E7
MI	4.56018224E7
TT	45682.40000000001
MN	3.699022319999999E7
MO	4.351712900000001E7
TX	1.8749717770000005E8
FL	1.1008724850000001E8
MS	3873626.300000001
MT	4542769.699999999
NC	5.0867895599999994E7
ND	2546837.899999999
NE	6299654.599999999
GA	9.729965859999998E7
NH	3420776.5999999978
NJ	3.363737650000002E7
NM	9481090.899999995
UT	3.0673056300000016E7
NV	4.577881199999996E7
NY	7.114665969999997E7
VA	5.120540079999998E7
VI	1091446.4999999998
OH	3.0471477799999997E7
OK	1.1315228799999997E7
VT	1304022.5000000002
HI	1.9473776700000003E7
OR	1.75439184E7
AK	1.096325360000001E7
WA	3.257805569999999E7
AL	9411839.6
AR	6950601.400000002
PA	4.774060759999999E7
WI	1.23715051E7
IA	5044853.199999999
AZ	5.412100730000002E7
ID	5125961.9
WV	840468.3999999999
PR	6906322.899999999
WY	1673854.4
IL	1.0804187630000003E8
IN	1.2636419599999998E7
CA	1.9822832119999996E8
CO	5.727890240000001E7
CT	7681546.6000000015
RI	5699019.899999999
