DE	16.94555555555555
KS	17.30721875721876
KY	17.30910122794345
SC	17.377498250395963
SD	17.34847192608387
LA	17.221241532164385
MA	17.28468213946843
MD	17.253270289559534
ME	17.391793313069915
TN	17.213614972091502
MI	17.2759118922782
TT	17.762962962962963
MN	17.221403367803244
MO	17.281423625330405
TX	17.267272292572127
FL	17.275671340235004
MS	17.277435564921387
MT	17.277513946502637
NC	17.206468311013587
ND	17.168667963052997
NE	17.289032618069296
GA	17.25991712449949
NH	17.108764444444436
NJ	17.23243760904194
NM	17.447281244771624
UT	17.26284936823675
NV	17.27517638256662
NY	17.24335012208637
VA	17.238085395566742
VI	17.630631188118812
OH	17.24970814067829
OK	17.227827708060882
VT	17.090091390091388
HI	17.216477027699455
OR	17.267827341856464
AK	17.168084669132746
WA	17.27550858652576
AL	17.173103332211372
AR	17.158988084155656
PA	17.236590202594062
WI	17.19344193045913
IA	17.3217299578059
AZ	17.262352518028028
ID	17.325422996171422
WV	16.59369003690037
PR	17.093038720935716
WY	16.96814829192547
IL	17.249529664336414
IN	17.34507715488128
CA	17.234179577880553
CO	17.29881046564195
CT	17.186315435111933
RI	17.313039215686274
