DE	7492.5
KS	402980.89999999985
KY	4194718.9
SC	1331364.9999999998
SD	336052.79999999993
LA	2694405.8999999994
MA	4497426.099999999
MD	3956580.6999999997
ME	367426.19999999966
TN	4803183.399999999
MI	6707139.799999999
TT	4808.2
MN	5537997.299999997
MO	6516521.400000004
TX	2.8181449E7
FL	1.6566971100000001E7
MS	611451.3000000004
MT	732760.2000000001
NC	7590619.300000001
ND	407132.60000000003
NE	931640.5999999996
GA	1.4629633E7
NH	507490.3000000002
NJ	5051269.5
NM	1454186.700000001
UT	4542928.4
NV	6895366.900000004
NY	1.05066229E7
VA	7482641.899999999
VI	143855.4
OH	4539690.899999999
OK	1672865.2000000007
VT	195380.7000000001
HI	2886797.899999999
OR	2567341.1999999997
AK	1648470.1999999993
WA	4769588.100000002
AL	1350301.8000000003
AR	1041832.7000000003
PA	7292335.099999998
WI	1743842.3000000003
IA	714877.2999999999
AZ	8077806.199999998
ID	786476.8
WV	110089.90000000001
PR	1038259.2999999999
WY	256983.49999999977
IL	1.6310425100000007E7
IN	1883675.3
CA	3.0108615400000002E7
CO	8561041.300000003
CT	1192259.0
RI	827648.7999999996
