9E,75134.4105693422
AA,723023.6090680092
AQ,6984.907239152924
AS,173323.28088257433
B6,135345.90139256805
CO,298642.05735936546
DH,37105.03616597522
DL,847718.0431953284
EV,294909.4899888871
F9,55185.37080186496
FL,129209.6455659849
HA,45307.993774382776
HP,113110.1711979707
MQ,347016.6270881748
NK,13174.023815741868
NW,366657.45971747854
OH (1),91175.93380967891
OO,402537.66380329366
TW,99052.49608269603
TZ,11377.478692345554
UA,656723.3739823528
US,563639.3932713093
VX,18586.141552091667
WN,1192903.5534983538
XE,184815.4189064529
YV,82758.1638573322
