DH,395762857.6512651
DL,9401244782.436497
EV,3308093397.2480087
F9,583283328.8100206
TW,1068075871.9362378
MQ,3862263429.0769467
FL,1425092040.9958918
TZ,119539867.57097112
UA,7137199113.477909
NK,148965786.63331434
US,6180696439.507444
NW,4119370155.033787
9E,755469039.5662302
HA,495449489.11009705
AA,8185794382.628411
OO,4471865942.958787
VX,176216215.39275756
HP,1258700257.0987291
AQ,88798982.05868948
AS,1947709068.0060503
B6,1532364858.1162703
WN,13005387139.053946
XE,1946378205.6908612
CO,3267977529.43867
OH (1),985871866.020727
YV,961556120.7266697
