DH,3406996923.175088
DL,80802703509.86443
EV,28549875117.50103
F9,5061429133.305097
TW,9190796887.82486
MQ,33145012778.63343
FL,12321902261.586315
TZ,1032931898.3977584
UA,61157535696.71162
NK,1278203301.8460355
US,53535087992.45372
NW,35316826391.30259
9E,6551210738.333802
HA,4265638092.667261
AA,71087526890.80742
OO,38619620173.02066
VX,1517812252.62525
HP,10922616403.611454
AQ,766507145.5295604
AS,16705679433.106186
B6,13281756681.381409
WN,111901264560.41078
XE,16880635084.383709
CO,28236688124.927776
OH (1),8478652953.72499
YV,8269855411.891933
