DH,328171.8567891234
DL,7795204.571660518
EV,2742813.1549530155
F9,483653.8532706448
TW,885657.1057159797
MQ,3202808.667278662
FL,1181719.07849864
TZ,99118.73098797971
UA,5917972.330504539
NK,123518.54425042376
US,5124615.8770766845
NW,3415824.6866837493
9E,626424.0618902523
HA,410856.5032912975
AA,6788048.13494595
OO,3707940.59443532
VX,146128.51723398487
HP,1043764.4831410798
AQ,73624.87425076826
AS,1615075.4483308517
B6,1270614.7548117966
WN,10784267.35107612
XE,1613922.0655320804
CO,2709718.6878079195
OH (1),817495.4615594617
YV,797289.510732807
