DH,1205.4909483564893
DL,1205.557937987252
EV,1205.6089135789496
F9,1205.4922077231492
TW,1205.49470356647
MQ,1205.4341368465305
FL,1205.4549433463255
TZ,1205.5409907753185
UA,1205.5650662180997
NK,1205.5661406591623
US,1205.5820016018681
NW,1205.5039684841886
9E,1205.5030921090954
HA,1205.4149778904975
AA,1205.4069376510404
OO,1205.5324833949428
VX,1205.4216282025995
HP,1205.4192102330555
AQ,1205.6161408892588
AS,1205.4971075026278
B6,1205.4996594427687
WN,1205.4858587811832
XE,1205.4880358993455
CO,1205.5330117829947
OH (1),1205.4888116427503
YV,1205.5622311546515
