DH,733281031.7679056
DL,17523004314.668118
EV,6210254288.783675
F9,1097158278.491487
TW,1976246228.6459765
MQ,7145846447.349
FL,2662503212.972831
TZ,222969508.8468689
UA,13271632990.697035
NK,276077497.1836044
US,11581243903.399967
NW,7635494164.613052
9E,1413161119.091025
HA,918940506.3617343
AA,15350214026.351898
OO,8368900558.863572
VX,325445180.71038175
HP,2347096019.8854656
AQ,165927022.96003357
AS,3615176006.196788
B6,2862309916.276362
WN,24198525543.042583
XE,3655745929.7767444
CO,6124657775.330841
OH (1),1831765640.336337
YV,1784898800.2470357
