DH,608154.9121897462
DL,14532091.160051242
EV,5150005.738696167
F9,909927.5945653955
TW,1639014.0234931337
MQ,5926786.034571623
FL,2208221.9057621094
TZ,184913.39744251056
UA,11006375.426494287
NK,228955.4903173184
US,9604194.19136169
NW,6332539.454255114
9E,1171994.62977739
HA,762179.1300314174
AA,12731566.928996747
OO,6940540.059422005
VX,269926.4787592595
HP,1946678.0636376278
AQ,137598.35111026978
AS,2998289.0766399177
B6,2373838.2259536986
WN,20069386.39205715
XE,3031896.3850639937
CO,5079339.427852463
OH (1),1519194.0361703925
YV,1480239.6143649674
