AA,1205.769957010265,
OO,1205.7699904636509,
VX,1205.7700098212124,
TZ,1205.7708841624872,
US,1205.769607517915,
OH 1,1205.7697063985415,
AS,1205.7703925507399,
B6,1205.7699897734458,
TW,1205.771139509561,
AQ,1205.7718094299498,
NW,1205.7694398991468,
FL,1205.76878438208,
HP,1205.7695605669262,
CO,1205.7701174047354,
EV,1205.7709393884038,
YV,1205.7692159510675,
UA,1205.7694625174036,
9E,1205.7708648917762,
MQ,1205.769584017996,
DL,1205.7698187541612,
NK,1205.7715796974487,
HA,1205.7701354631083,
XE,1205.7698122957552,
DH,1205.7699206950153,
F9,1205.7708982391416,
WN,1205.7699056877052,
