AA,1205.770700407709,
OO,1205.7707340430557,
VX,1205.770753505894,
TZ,1205.771632591042,
US,1205.7703490124588,
OH 1,1205.7704484318224,
AS,1205.7711383146823,
B6,1205.7707333490973,
TW,1205.7718893193965,
AQ,1205.772562854765,
NW,1205.7701804798023,
FL,1205.7695213809845,
HP,1205.770301805566,
CO,1205.7708616743125,
EV,1205.7716881158578,
YV,1205.7699553094571,
UA,1205.770203221425,
9E,1205.7716132160112,
MQ,1205.7703253844627,
DL,1205.7705613992537,
NK,1205.7723318840492,
HA,1205.7708798308306,
XE,1205.7705549056898,
DH,1205.770663894895,
F9,1205.7716467438918,
WN,1205.7706488059303,
