AA,1205.7716766861881,
OO,1205.7717105594195,
VX,1205.7717301598877,
TZ,1205.772615446587,
US,1205.7713228031744,
OH 1,1205.7714229268656,
AS,1205.7721176869043,
B6,1205.7717098605535,
TW,1205.7728739805643,
AQ,1205.7735522412686,
NW,1205.7711530757147,
FL,1205.770489293997,
HP,1205.7712752617185,
CO,1205.7718390929538,
EV,1205.77267136213,
YV,1205.7709263073702,
UA,1205.771175978625,
9E,1205.7725959351874,
MQ,1205.7712990077337,
DL,1205.7715366941538,
NK,1205.773319652048,
HA,1205.7718573777777,
XE,1205.7715301546255,
DH,1205.7716399150918,
F9,1205.7726296990415,
WN,1205.7716247193766,
