NULL	651364
160	267127
320	267134
1	264741
2	265145
322	265058
163	266751
4	260602
164	267613
325	265160
166	265988
326	266436
7	263524
8	264052
328	268357
169	267583
10	266312
170	264227
331	262339
172	266883
332	263125
13	264285
14	265695
334	265675
175	265319
16	263944
176	264024
337	264481
178	264901
338	263342
19	265624
20	264720
340	266147
181	264201
22	263137
182	266614
343	263126
184	266577
344	264230
25	265425
26	264011
346	266766
187	263011
28	266610
188	265825
349	264570
190	263467
350	264769
31	266582
32	266292
352	265541
193	262431
34	264934
194	265092
355	267180
196	265566
356	271192
37	263620
38	266259
358	265873
199	265505
40	265598
200	265769
361	265417
202	265065
362	265642
43	265275
44	268251
364	267457
205	267700
46	265687
206	264450
367	268706
208	262625
368	265767
49	264591
50	267468
370	267589
211	264611
52	267721
212	264947
373	265994
214	265770
374	265832
55	266366
56	267355
376	265464
217	264879
58	262160
218	264187
379	263479
220	267266
380	264860
61	266238
62	266377
382	262365
223	265657
64	264293
224	269637
385	264623
226	266293
386	263023
67	265209
68	264641
388	268341
229	265922
70	265684
230	267578
391	265998
232	265916
392	263633
73	265352
74	265456
394	261863
235	265360
76	262101
236	265895
397	265454
238	264145
398	263891
79	265773
80	267182
400	264612
241	268314
82	266756
242	264319
244	265114
85	263710
86	265439
247	266340
88	265478
248	266657
250	265950
91	267242
92	265229
253	266457
94	267934
254	264890
256	266426
97	265354
98	266153
259	265495
100	268122
260	264618
262	265306
103	266946
104	266498
265	266295
106	262797
266	263225
268	266653
109	266570
110	263082
271	264645
112	263481
272	264875
274	265262
115	264697
116	267396
277	265416
118	264153
278	266787
280	269567
121	264562
122	263955
283	265526
124	263851
284	264759
286	263188
127	265246
128	264523
289	263509
130	262284
290	267634
292	266913
133	261457
134	266445
295	268072
136	264387
296	261562
298	263090
139	266075
140	264171
301	264542
142	266624
302	264412
304	265563
145	264192
146	263891
307	266047
148	264773
308	264823
310	264814
151	265050
152	267694
313	264686
154	264619
314	265245
316	266528
157	267168
158	265517
319	264689
