VT,17.114154177849638,
OR,17.114154177849645,
RI,17.11415417784964,
WY,17.11415417784964,
CO,17.11415417784964,
OH,17.11415417784964,
CT,17.114154177849638,
MD,17.11415417784964,
DE,17.11415417784964,
TX,17.11415417784964,
FL,17.11415417784964,
MN,17.114154177849638,
IN,17.11415417784964,
LA,17.11415417784964,
ND,17.114154177849645,
MO,17.114154177849638,
NH,17.11415417784964,
TN,17.11415417784964,
OK,17.11415417784964,
MI,17.114154177849638,
SD,17.11415417784964,
HI,17.11415417784964,
CA,17.11415417784964,
KS,17.114154177849638,
NM,17.114154177849645,
NV,17.11415417784964,
SC,17.11415417784964,
VA,17.11415417784964,
MS,17.11415417784964,
GA,17.11415417784964,
AR,17.114154177849645,
ID,17.11415417784964,
NY,17.11415417784964,
IA,17.114154177849638,
NE,17.11415417784964,
MT,17.114154177849638,
NJ,17.11415417784964,
MA,17.114154177849645,
WI,17.11415417784964,
ME,17.114154177849638,
TT,17.114154177849638,
VI,17.11415417784964,
IL,17.11415417784964,
AZ,17.114154177849645,
PA,17.114154177849645,
NC,17.114154177849645,
WA,17.11415417784964,
AL,17.114154177849638,
UT,17.11415417784964,
WV,17.11415417784964,
AK,17.114154177849645,
PR,17.11415417784964,
KY,17.11415417784964,
