VT,38080.15182104892,
OR,512113.128665681,
RI,167061.83484239678,
WY,49678.87717908498,
CO,1672750.1169069905,
OH,893745.678000972,
CT,228251.41320148215,
MD,733920.8287905302,
DE,1204.3071484434279,
TX,5480873.323878667,
FL,3237520.709625184,
MN,1091868.244744525,
IN,357763.36064763664,
LA,519296.6126537751,
ND,79180.68678160728,
MO,1265944.833142074,
TN,946139.5052548307,
OK,328537.07566529553,
NH,102946.52641780968,
MI,1327826.8297380563,
SD,63958.51000439498,
HI,553866.7361388591,
CA,5784133.522485488,
KS,82471.29142452011,
NM,281212.1990460357,
VA,1508849.3974486012,
SC,256937.41200237803,
NV,1354460.3359814002,
MS,120145.84488956588,
GA,2868192.4048514087,
AR,205487.50675473674,
ID,155048.17839887628,
NY,2101007.806701516,
IA,139735.2736101191,
NE,184636.68640023982,
NJ,992631.9204198532,
MT,134853.08211538795,
MA,883765.9009311616,
WI,359659.7960872745,
ME,69074.17656152071,
TT,1192.7247827733263,
VI,30915.97004395444,
IL,3176988.233391422,
NC,1470613.2930598792,
PA,1418855.7831157884,
AL,277003.76032923866,
AZ,1585697.4006877348,
WA,947791.1703713613,
UT,890800.0612475543,
WV,23442.96234145731,
AK,324075.1183728263,
PR,206289.95521417822,
KY,819453.8638851886,
