TZ,1205.7967738088623,
XE,1205.7929517054195,
AA,1205.7920344151887,
CO,1205.7935963791517,
DL,1205.793670230665,
US,1205.7930291900707,
F9,1205.7916764351778,
FL,1205.7942658040483,
MQ,1205.7935157882662,
OH 1,1205.7946735182954,
HP,1205.7955979944043,
TW,1205.79329933032,
OO,1205.794158292605,
VX,1205.804758820959,
YV,1205.7971964325493,
UA,1205.794101895071,
AS,1205.7964029638886,
HA,1205.795694696378,
NK,1205.7845895277494,
EV,1205.7920761401472,
WN,1205.794651432247,
AQ,1205.7955869394189,
B6,1205.7921657993525,
NW,1205.7950097810333,
9E,1205.789975364018,
DH,1205.7958217110472,
