AA,1205.770562553429,
OO,1205.770596155087,
VX,1205.770615598434,
TZ,1205.7714938053,
US,1205.77021151049,
OH 1,1205.7703108301093,
AS,1205.7710000222646,
B6,1205.7705954618236,
TW,1205.771750277928,
AQ,1205.7724231440397,
NW,1205.7700431470362,
FL,1205.7693847113728,
HP,1205.770164350977,
CO,1205.7707236585638,
EV,1205.7715492747784,
YV,1205.7698182029899,
UA,1205.7700658658182,
9E,1205.7714744495827,
MQ,1205.770187906207,
DL,1205.7704236842674,
NK,1205.7721924025584,
HA,1205.7707417969111,
XE,1205.7704171972127,
DH,1205.7705260771932,
F9,1205.771507944043,
WN,1205.770511003346,
