MT,657865.5243544689,
OH,4477799.8818715215,
WA,4783608.673931395,
MD,3718276.094085146,
MI,6666597.121744626,
TX,27640589.615901433,
KS,411210.14094468276,
VI,157092.2686433446,
NY,10436383.418297911,
IN,1818522.1645618558,
PR,992656.0707574727,
VT,190740.84047019284,
VA,7506066.88993956,
NH,516747.61546365084,
ID,766477.468340841,
ME,361832.0250749464,
WI,1757315.748524603,
NJ,4977613.402381649,
MN,5430189.523855616,
SD,334466.32163694233,
PA,7055860.464292001,
NC,7435032.197214087,
DE,3842.3728666298084,
NV,6701547.118606722,
TT,6573.945855224979,
FL,16110612.01031601,
AZ,7990737.392825248,
NM,1417162.838298764,
MO,6365259.778931262,
IA,728668.0314968606,
WV,123355.87463388746,
GA,14238931.939821832,
LA,2610201.947902996,
SC,1261052.8219752295,
CO,8356410.625871386,
CA,29151203.23492901,
CT,1132849.6088016569,
HI,2820627.6123585575,
NE,921268.7281716932,
AK,1600857.4538264477,
RI,830070.0348625687,
KY,4090465.0407935847,
AL,1395680.586427492,
WY,245640.9942004199,
MS,586384.2971253322,
UT,4504924.130675448,
OK,1679634.4230386077,
TN,4733898.404499915,
ND,378615.67329269176,
OR,2538015.554564001,
MA,4408742.983602605,
IL,15821332.957073113,
AR,1019199.3503986376,
