MT,4500355.364020721,
OH,30621769.97138614,
WA,32710687.325010233,
MD,25429734.19945194,
MI,45591020.24425524,
TX,189041824.47901148,
KS,2812676.426684509,
VI,1075217.2286785985,
NY,71375953.0294481,
IN,12435284.310698092,
PR,6789440.816195247,
VT,1304189.9522510667,
VA,51334124.196620554,
NH,3534050.394183386,
ID,5243127.509105447,
ME,2473416.1881762478,
WI,12018399.8719541,
NJ,34048984.9436002,
MN,37136036.12453337,
SD,2287886.92059059,
PA,48251880.4279605,
NC,50849593.13477983,
DE,26365.04212552036,
NV,45830580.44200449,
TT,44975.50374496659,
FL,110180115.54613094,
AZ,54655196.02275745,
NM,9693074.11353002,
MO,43539002.25792944,
IA,4982507.964582233,
WV,843791.6336449564,
GA,97382021.57491206,
LA,17850167.273147795,
SC,8625744.340494782,
CO,57150564.47595038,
CA,199362643.57237607,
CT,7747312.214258077,
HI,19288386.830770735,
NE,6300261.78909343,
AK,10947502.407000057,
RI,5676585.436977232,
KY,27975487.49571467,
AL,9543583.181512332,
WY,1679824.7004771743,
MS,4010525.2497971207,
UT,30810055.065798525,
OK,11489080.660154354,
TN,32377344.00853598,
ND,2589272.490762519,
OR,17362898.98899632,
MA,30153823.0292622,
IL,108211132.42769666,
AR,6971929.90610458,
