578,1080576.0
866,1084032.0
224,1068480.0
770,1007424.0
961,1061568.0
962,1062144.0
158,1094976.0
802,1067904.0
769,1112832.0
128,1086336.0
194,1125504.0
956,1079424.0
898,1094976.0
673,1103616.0
254,1069056.0
160,1071360.0
418,1075968.0
547,1021248.0
355,1081728.0
451,1084032.0
2,1047168.0
739,1075968.0
64,1038528.0
835,1054656.0
574,1041408.0
226,1086912.0
259,1040832.0
67,1099584.0
386,1103616.0
832,1075968.0
931,1072512.0
670,1065024.0
580,1079424.0
388,1084608.0
994,1078272.0
164,1041984.0
163,1031040.0
836,1061568.0
320,1135296.0
740,1013760.0
643,1100160.0
482,1060416.0
196,1069632.0
644,1115136.0
800,1118592.0
514,1072512.0
100,1073664.0
229,1054080.0
805,1087488.0
709,1060992.0
932,1094976.0
613,1078272.0
130,1122048.0
517,1063296.0
736,1031616.0
452,1028160.0
901,1062720.0
133,1061568.0
68,1079424.0
674,1066176.0
37,1104768.0
608,997056.0
262,1089216.0
38,1046592.0
292,1058688.0
646,1050624.0
325,1100736.0
806,1017792.0
610,1089792.0
550,1071360.0
997,1062144.0
356,1081728.0
710,1060992.0
,12753216.0
70,1050624.0
421,1059264.0
322,1108224.0
260,1059840.0
422,1062720.0
967,1041984.0
871,1081728.0
391,1059840.0
134,1042560.0
583,1055232.0
928,1109376.0
964,1036800.0
199,1070208.0
290,1092096.0
742,1040832.0
103,1051200.0
295,1079424.0
838,1072512.0
772,1048896.0
775,1075968.0
706,1026432.0
328,1071936.0
424,1043136.0
326,1079424.0
104,1078848.0
487,1065024.0
584,1066176.0
484,1058112.0
488,1071936.0
7,1037952.0
934,1054080.0
712,1032768.0
98,1098432.0
232,1033344.0
679,1066176.0
4,1066752.0
230,1060416.0
872,1104768.0
73,1062720.0
457,1040256.0
745,1104192.0
136,1050048.0
265,1104192.0
34,1070208.0
998,1074240.0
841,1010304.0
676,1077120.0
968,1036800.0
937,1050048.0
169,1080000.0
40,1060416.0
358,1052352.0
649,1054656.0
548,1058112.0
362,1055232.0
554,1073088.0
1000,1021248.0
874,1114560.0
361,1114560.0
938,1018368.0
614,1078272.0
458,1009728.0
553,1042560.0
904,1099584.0
170,1042560.0
868,1086336.0
202,1090368.0
454,1046592.0
8,1063296.0
394,1046016.0
235,1116288.0
523,1054080.0
907,1062720.0
298,1058688.0
