 ,,492014296.3704749
 ,1,4926810.1591754835
 ,10,4939958.989174355
 ,100,4944182.362565278
 ,11,4913962.334377957
 ,12,4948520.897324414
 ,13,4935838.968142044
 ,14,4950346.643226055
 ,15,4917545.377542076
 ,16,4906138.474825762
 ,17,4923631.173161696
 ,18,4944648.318243582
 ,19,4907096.184548536
 ,2,4925677.816906695
 ,20,4941575.5501691345
 ,21,4923098.888149707
 ,22,4929356.465964814
 ,23,4917401.9354556
 ,24,4926855.09811908
 ,25,4914204.743865133
 ,26,4910495.265987216
 ,27,4922205.834103996
 ,28,4911557.7604667125
 ,29,4936617.568249799
 ,3,4918690.922435111
 ,30,4936144.329256896
 ,31,4933731.870542269
 ,32,4922983.224979203
 ,33,4928756.568578668
 ,34,4934267.549782268
 ,35,4944032.026023956
 ,36,4925097.992012041
 ,37,4928102.066130228
 ,38,4926333.955515394
 ,39,4925062.818536035
 ,4,4922821.903676118
 ,40,4943493.087815444
 ,41,4942372.464358627
 ,42,4930615.880706529
 ,43,4929665.208133399
 ,44,4923535.6481005885
 ,45,4910107.920756559
 ,46,4932131.704364393
 ,47,4909825.120146896
 ,48,4929427.020037074
 ,49,4952912.66064451
 ,5,4922880.65201087
 ,50,4925838.473274041
 ,51,4920602.927442988
 ,52,4918946.157243335
 ,53,4899290.150534679
 ,54,4915660.439225691
 ,55,4921620.605626069
 ,56,4933998.564520976
 ,57,4937742.991550937
 ,58,4934550.140207042
 ,59,4930423.376279405
 ,6,4961621.780630034
 ,60,4921846.333303219
 ,61,4933502.59135508
 ,62,4930503.873618554
 ,63,4921357.994364151
 ,64,4918221.53415106
 ,65,4914465.571963121
 ,66,4934535.300777679
 ,67,4927201.14145998
 ,68,4934655.785958803
 ,69,4920919.794179224
 ,7,4920163.305515448
 ,70,4913468.562765823
 ,71,4932220.978922189
 ,72,4904159.237564957
 ,73,4922341.298999229
 ,74,4934118.900174231
 ,75,4938569.269194819
 ,76,4942530.045007118
 ,77,4938959.728399853
 ,78,4925499.064060952
 ,79,4906691.400517879
 ,8,4923413.233149942
 ,80,4926813.901767037
 ,81,4919565.013852965
 ,82,4943489.681612103
 ,83,4930784.260184876
