VT,17.11415417784964,
OR,17.11415417784964,
RI,17.11415417784964,
WY,17.114154177849638,
CO,17.11415417784964,
OH,17.11415417784964,
CT,17.11415417784964,
MD,17.11415417784964,
DE,17.114154177849645,
TX,17.11415417784964,
FL,17.114154177849638,
MN,17.114154177849645,
IN,17.11415417784964,
LA,17.11415417784964,
ND,17.11415417784964,
MO,17.114154177849645,
NH,17.114154177849645,
TN,17.11415417784964,
OK,17.11415417784964,
MI,17.11415417784964,
SD,17.114154177849638,
HI,17.114154177849638,
CA,17.11415417784964,
KS,17.11415417784964,
NM,17.11415417784964,
NV,17.114154177849645,
SC,17.11415417784964,
VA,17.11415417784964,
MS,17.11415417784964,
GA,17.11415417784964,
AR,17.114154177849645,
ID,17.11415417784964,
NY,17.11415417784964,
IA,17.11415417784964,
NE,17.11415417784964,
MT,17.11415417784964,
NJ,17.11415417784964,
MA,17.114154177849645,
WI,17.114154177849645,
ME,17.11415417784964,
TT,17.11415417784964,
VI,17.114154177849645,
IL,17.11415417784964,
AZ,17.114154177849645,
PA,17.114154177849645,
NC,17.11415417784964,
WA,17.11415417784964,
AL,17.11415417784964,
UT,17.11415417784964,
WV,17.114154177849645,
AK,17.114154177849638,
PR,17.114154177849638,
KY,17.11415417784964,
