VT,192399.9273334606,
OR,2593519.1370879817,
RI,844877.211376878,
WY,252217.33718071357,
CO,8467247.350370985,
OH,4528346.18107433,
CT,1154961.2218373285,
MD,3713954.72808369,
DE,4603.677336972619,
TX,27747049.693383336,
FL,16391387.874904208,
MN,5530340.475278234,
IN,1812571.5622883348,
LA,2631378.933530397,
ND,402318.81912341283,
MO,6410308.873704647,
TN,4792196.111010481,
OK,1662134.2419644785,
NH,521577.9887405815,
MI,6723030.627167856,
SD,324766.04152704927,
HI,2805292.0610538376,
CA,29291118.156727113,
KS,417619.5326282433,
NM,1423786.7127226728,
VA,7641507.768102075,
SC,1301102.3228107712,
NV,6856865.575390991,
MS,609590.5517478153,
GA,14532454.736447867,
AR,1039816.1621826958,
ID,784247.5784019346,
NY,10636651.316854225,
IA,706713.7650373825,
NE,935829.193769524,
NJ,5025067.080627074,
MT,683055.8484499184,
MA,4476345.163937515,
WI,1822213.4748738424,
ME,349274.10970582516,
TT,5628.4053859327005,
VI,156997.5158322526,
IL,16081658.798962956,
NC,7440621.786434655,
PA,7182931.524187609,
AL,1401999.9093103667,
AZ,8031664.615399433,
WA,4798443.198834646,
UT,4508071.921759097,
WV,118898.58540029317,
AK,1641170.9610752081,
PR,1044892.3258948519,
KY,4149127.3871669313,
