2450826|68737|50482|191463|345719|775|105384|92|308|1685225|23|22.44|40.61|32.89|0.00|756.47|516.12|934.03|52.95|0.00|756.47|809.42|240.35|
2451786|47339|31406|415915|975093|6271|132696|26|476|2287718|34|79.10|92.54|4.62|103.67|157.08|2689.40|3146.36|3.73|103.67|53.41|57.14|-2635.99|
2452272|43094|38361|451008|1657944|4080|39463|100|186|828487|78|47.47|83.07|58.14|181.39|4534.92|3702.66|6479.46|43.53|181.39|4353.53|4397.06|650.87|
2452281|37631|52633|74409|510197|6785|239726|73|238|1609152|79|55.19|77.81|11.67|0.00|921.93|4360.01|6146.99|18.43|0.00|921.93|940.36|-3438.08|
2452257|75359|86957|132581|1629544|6154|47917|44|41|649378|88|14.17|16.29|6.35|0.00|558.80|1246.96|1433.52|11.17|0.00|558.80|569.97|-688.16|
2452576|46930|52269|59915|867154|4346|12385|80|179|2171434|38|12.47|24.44|20.04|0.00|761.52|473.86|928.72|38.07|0.00|761.52|799.59|287.66|
2450868|48233|95275|76627|1341656|3485|83714|98|466|2062311|84|40.76|54.61|17.47|0.00|1467.48|3423.84|4587.24|88.04|0.00|1467.48|1555.52|-1956.36|
2451768|51841|16253|81727|1052772|617|228062|98|366|540607|24|3.76|5.56|4.72|0.00|113.28|90.24|133.44|0.00|0.00|113.28|113.28|23.04|
2450826|40388|76021|300532|819377|269|26714|7|235|1617819|62|82.59|163.52|8.17|0.00|506.54|5120.58|10138.24|45.58|0.00|506.54|552.12|-4614.04|
2451893|39537|21257|73348|1845947|1746|65545|43|305|2239894|83|38.85|50.11|35.07|0.00|2910.81|3224.55|4159.13|174.64|0.00|2910.81|3085.45|-313.74|
2451492|44833|18127|303842|991046|3850|66701|44|155|140282|11|95.59|158.67|49.18|0.00|540.98|1051.49|1745.37|27.04|0.00|540.98|568.02|-510.51|
2452200|37561|43979|496123|808187|3451|140362|46|24|760411|82|6.64|12.35|9.26|516.33|759.32|544.48|1012.70|12.14|516.33|242.99|255.13|-301.49|
2451941|56768|30511|439343|1620512|5234|126403|85|53|2394059|52|88.85|117.28|30.49|0.00|1585.48|4620.20|6098.56|63.41|0.00|1585.48|1648.89|-3034.72|
2451151|70031|43988|413486|853957|1628|116899|32|152|362482|84|21.39|22.67|21.76|0.00|1827.84|1796.76|1904.28|91.39|0.00|1827.84|1919.23|31.08|
2451524|75316|81709|268284|1712478|4672|63266|4|237|2|65|93.86|158.62|34.89|0.00|2267.85|6100.90|10310.30|45.35|0.00|2267.85|2313.20|-3833.05|
2451740|42795|93799|51430|510701|2419|2890|56|52|1332779|30|52.42|73.91|22.17|0.00|665.10|1572.60|2217.30|19.95|0.00|665.10|685.05|-907.50|
2450901|65370|56407|368153|186489|2872|168808|40|441|1853890|52|96.98|192.99|77.19|0.00|4013.88|5042.96|10035.48|80.27|0.00|4013.88|4094.15|-1029.08|
2452628|69055|87115|454830|84361|3045|198976|26|372|830012|95|92.71|173.36|164.69|10326.06|15645.55|8807.45|16469.20|106.38|10326.06|5319.49|5425.87|-3487.96|
2451403|49973|19688|218074|1348618|1562|14553|31|244|1181996|78|90.05|106.25|8.50|0.00|663.00|7023.90|8287.50|26.52|0.00|663.00|689.52|-6360.90|
2452120|64228|39931|375564|688384|6451|128871|70|41|2118360|96|62.65|82.69|19.84|19.04|1904.64|6014.40|7938.24|37.71|19.04|1885.60|1923.31|-4128.80|
2451458|37928|11890|324904|194344|1831|113271|92|344|2008618|92|28.56|35.98|29.14|0.00|2680.88|2627.52|3310.16|107.23|0.00|2680.88|2788.11|53.36|
2451919|51682|26933|402728|944481|4634|98387|97|479|2040214|5|41.07|50.10|35.57|0.00|177.85|205.35|250.50|3.55|0.00|177.85|181.40|-27.50|
2451383|38880|40286|435628|1244561|247|224780|16|262|847121|93|49.81|77.70|25.64|0.00|2384.52|4632.33|7226.10|166.91|0.00|2384.52|2551.43|-2247.81|
2452452|35891|54444||1249613|5955||25||972565|64||||0.00|953.60|723.20|1135.36||0.00|953.60|||
2451371|34451|13228|378545|1868318|3691|91864|43|397|2301491|68|39.55|48.25|37.15|0.00|2526.20|2689.40|3281.00|126.31|0.00|2526.20|2652.51|-163.20|
2451264|53464|75548|363647|1588382|3164|120699|43|4|1528698|63|66.23|78.81|62.25|3215.83|3921.75|4172.49|4965.03|49.41|3215.83|705.92|755.33|-3466.57|
2451150|29450|26365|1956|1269008|1660|175512|28|27|374175|89|31.62|62.92|62.29|0.00|5543.81|2814.18|5599.88|277.19|0.00|5543.81|5821.00|2729.63|
2452246|39268|9|443028|1439554|880|14206|28|450|1184963|93|19.08|33.58|11.41|530.56|1061.13|1774.44|3122.94|37.13|530.56|530.57|567.70|-1243.87|
2450921|70057|35758|456442|927328|3814|94300|56|175|91107|64|27.44|27.98|0.00|0.00|0.00|1756.16|1790.72|0.00|0.00|0.00|0.00|-1756.16|
2451542|32833|94660|416600|1438793|4986|204779|38|232|2155311|52|6.47|8.15|3.74|143.91|194.48|336.44|423.80|4.04|143.91|50.57|54.61|-285.87|
2450866|35152|27766|58117|1706868|2466|135217|62|174|1193387|7|63.10|107.90|10.79|0.00|75.53|441.70|755.30|0.75|0.00|75.53|76.28|-366.17|
2452265|67328|81683|324339|334094|2249|110804|1|22|182362|84|24.87|30.34|18.20|0.00|1528.80|2089.08|2548.56|45.86|0.00|1528.80|1574.66|-560.28|
2452638|50412|53031|344047|586372|697|22622|19|465|3|42|97.03|178.53|7.14|0.00|299.88|4075.26|7498.26|17.99|0.00|299.88|317.87|-3775.38|
2452365||85375|400099||6528||19||918984|||54.38|7.61|0.00|||2066.44|14.45|0.00|289.18||-1462.24|
2450887|56455|64142|75443|749722|3554|9786|56|205|562395|61|66.98|104.48|50.15|673.01|3059.15|4085.78|6373.28|119.30|673.01|2386.14|2505.44|-1699.64|
2452178|49548|90765|396926|427282|4838|191641|44|97|215076|78|47.78|73.58|8.09|0.00|631.02|3726.84|5739.24|25.24|0.00|631.02|656.26|-3095.82|
2452168|72692|70931|137005|1760610|2262|177914|68|28|481565|21|65.46|82.47|58.55|0.00|1229.55|1374.66|1731.87|61.47|0.00|1229.55|1291.02|-145.11|
2451433|49525|16784|339380|1215481|5182|31683|40|67|313644|42|88.03|89.79|13.46|192.20|565.32|3697.26|3771.18|29.84|192.20|373.12|402.96|-3324.14|
2452635|51659|9684|150447|837515|936|244004|68|192|1332246|61|71.54|95.14|1.90|0.00|115.90|4363.94|5803.54|6.95|0.00|115.90|122.85|-4248.04|
2451759|74003|15014|126819|931736|2253|37570|40|456|1289204|58|32.34|37.19|30.86|0.00|1789.88|1875.72|2157.02|89.49|0.00|1789.88|1879.37|-85.84|
2452638|50412|66465|344047|586372|697|22622|19|137|3|4|75.67|130.15|35.14|0.00|140.56|302.68|520.60|9.83|0.00|140.56|150.39|-162.12|
2451510|62321|75922|139135|138719|7103|155534|10|43|2391047|27|81.65|160.03|80.01|0.00|2160.27|2204.55|4320.81|0.00|0.00|2160.27|2160.27|-44.28|
2452525|64403|21771|467455|1618714|726|201585|34|341|1798613|95|11.10|21.42|5.14|214.85|488.30|1054.50|2034.90|8.20|214.85|273.45|281.65|-781.05|
2451937|45961|29589|388906|1158314|4169|7977|61|12|1556655|67|37.78|72.15|10.10|318.04|676.70|2531.26|4834.05|28.69|318.04|358.66|387.35|-2172.60|
2452021|38817|82721|372852|1729413|1974|172535|67|308|1371203|48|70.99|118.55|61.64|0.00|2958.72|3407.52|5690.40|0.00|0.00|2958.72|2958.72|-448.80|
2452436|69364|14040|56080|506669|811|200153|98|489|965124|4|8.75|16.62|3.49|0.00|13.96|35.00|66.48|0.13|0.00|13.96|14.09|-21.04|
2452589|61645|88519|69380|76249|4365|146481|25|63|146270|28|45.93|62.00|31.00|0.00|868.00|1286.04|1736.00|34.72|0.00|868.00|902.72|-418.04|
2451646|38013|28417|450060|1231872|3731|13190|20|210|306525|85|44.96|49.90|31.93|0.00|2714.05|3821.60|4241.50|189.98|0.00|2714.05|2904.03|-1107.55|
2452069|59198|93369|483408|975316|1977|6285|44|387|1260312|66|1.11|1.29|0.19|9.02|12.54|73.26|85.14|0.17|9.02|3.52|3.69|-69.74|
2451078|39732|80096|181037|963557|2430|229750|49|451|682902|45|88.24|93.53|22.44|282.74|1009.80|3970.80|4208.85|0.00|282.74|727.06|727.06|-3243.74|
2452231|32757|18951|220575|1368936|6544|182952|49|494|209837|64|79.87|122.99|30.74|0.00|1967.36|5111.68|7871.36|59.02|0.00|1967.36|2026.38|-3144.32|
2451664|38946|28873|179796|1673300|1651|146802|55|440|1563059|71|62.98|69.90|23.06|0.00|1637.26|4471.58|4962.90|98.23|0.00|1637.26|1735.49|-2834.32|
2451719|37810|101252|1643|1691546|1896|185399|85|228|511626|13|50.35|85.59|83.02|0.00|1079.26|654.55|1112.67|64.75|0.00|1079.26|1144.01|424.71|
2451477|52848|8824|265496|870457|665|150026|22|185|1794621|49|75.30|112.19|108.82|1812.94|5332.18|3689.70|5497.31|105.57|1812.94|3519.24|3624.81|-170.46|
2451486|52260|34784|144523|186851|4379|100707|40|88|1639722|52|81.06|81.06|13.78|0.00|716.56|4215.12|4215.12|28.66|0.00|716.56|745.22|-3498.56|
